0, 2014-01-01 01:00:00, 1.31538
1, 2014-01-01 02:00:00, 1.3153
2, 2014-01-01 03:00:00, 1.31522
3, 2014-01-01 04:00:00, 1.31514
4, 2014-01-01 05:00:00, 1.31506
5, 2014-01-01 06:00:00, 1.31497
6, 2014-01-01 07:00:00, 1.31489
7, 2014-01-01 08:00:00, 1.31481
8, 2014-01-01 09:00:00, 1.31473
9, 2014-01-01 10:00:00, 1.31465
10, 2014-01-01 11:00:00, 1.31457
11, 2014-01-01 12:00:00, 1.31449
12, 2014-01-01 13:00:00, 1.3144
13, 2014-01-01 14:00:00, 1.31432
14, 2014-01-01 15:00:00, 1.31424
15, 2014-01-01 16:00:00, 1.31416
16, 2014-01-01 17:00:00, 1.31408
17, 2014-01-01 18:00:00, 1.314
18, 2014-01-01 19:00:00, 1.31392
19, 2014-01-01 20:00:00, 1.31383
20, 2014-01-01 21:00:00, 1.31375
21, 2014-01-01 22:00:00, 1.31367
22, 2014-01-01 23:00:00, 1.31359
23, 2014-01-02 00:00:00, 1.31351
