0, 2014-01-01 01:00:00, 1.66229
1, 2014-01-01 02:00:00, 1.66219
2, 2014-01-01 03:00:00, 1.66209
3, 2014-01-01 04:00:00, 1.66198
4, 2014-01-01 05:00:00, 1.66188
5, 2014-01-01 06:00:00, 1.66178
6, 2014-01-01 07:00:00, 1.66167
7, 2014-01-01 08:00:00, 1.66157
8, 2014-01-01 09:00:00, 1.66147
9, 2014-01-01 10:00:00, 1.66137
10, 2014-01-01 11:00:00, 1.66126
11, 2014-01-01 12:00:00, 1.66116
12, 2014-01-01 13:00:00, 1.66106
13, 2014-01-01 14:00:00, 1.66095
14, 2014-01-01 15:00:00, 1.66085
15, 2014-01-01 16:00:00, 1.66075
16, 2014-01-01 17:00:00, 1.66065
17, 2014-01-01 18:00:00, 1.66054
18, 2014-01-01 19:00:00, 1.66044
19, 2014-01-01 20:00:00, 1.66034
20, 2014-01-01 21:00:00, 1.66023
21, 2014-01-01 22:00:00, 1.66013
22, 2014-01-01 23:00:00, 1.66003
23, 2014-01-02 00:00:00, 1.65993
