0, 2014-01-01 01:00:00, 2.02928
1, 2014-01-01 02:00:00, 2.02915
2, 2014-01-01 03:00:00, 2.02903
3, 2014-01-01 04:00:00, 2.0289
4, 2014-01-01 05:00:00, 2.02877
5, 2014-01-01 06:00:00, 2.02865
6, 2014-01-01 07:00:00, 2.02852
7, 2014-01-01 08:00:00, 2.0284
8, 2014-01-01 09:00:00, 2.02827
9, 2014-01-01 10:00:00, 2.02815
10, 2014-01-01 11:00:00, 2.02802
11, 2014-01-01 12:00:00, 2.02789
12, 2014-01-01 13:00:00, 2.02777
13, 2014-01-01 14:00:00, 2.02764
14, 2014-01-01 15:00:00, 2.02752
15, 2014-01-01 16:00:00, 2.02739
16, 2014-01-01 17:00:00, 2.02727
17, 2014-01-01 18:00:00, 2.02714
18, 2014-01-01 19:00:00, 2.02702
19, 2014-01-01 20:00:00, 2.02689
20, 2014-01-01 21:00:00, 2.02676
21, 2014-01-01 22:00:00, 2.02664
22, 2014-01-01 23:00:00, 2.02651
23, 2014-01-02 00:00:00, 2.02639
